delivery_id,po_id,supplier_id,expected_delivery_date,actual_delivery_date,delivery_delay_days,on_time_flag,delivered_quantity,delivery_issue_type,data_source_note
DEL00249,PO00249,SUP020,2025-06-09,2025-06-09,0,1,4,None,Synthetic delivery records for KPI demo
DEL00250,PO00250,SUP002,2025-11-05,2025-11-05,0,1,2849,None,Synthetic delivery records for KPI demo
DEL00251,PO00251,SUP044,2025-12-01,2025-12-01,0,1,37,None,Synthetic delivery records for KPI demo
DEL00252,PO00252,SUP022,2025-09-28,2025-10-02,4,0,42,Transport issue,Synthetic delivery records for KPI demo
DEL00253,PO00253,SUP058,2025-10-11,2025-10-11,0,1,1239,None,Synthetic delivery records for KPI demo
DEL00254,PO00254,SUP047,2025-03-20,2025-03-20,0,1,57,None,Synthetic delivery records for KPI demo
DEL00255,PO00255,SUP027,2025-08-25,2025-08-25,0,1,60,None,Synthetic delivery records for KPI demo
DEL00256,PO00256,SUP018,2025-12-20,2025-12-20,0,1,39,None,Synthetic delivery records for KPI demo
DEL00257,PO00257,SUP045,2025-09-17,2025-09-17,0,1,39,None,Synthetic delivery records for KPI demo
DEL00258,PO00258,SUP031,2025-03-29,2025-03-29,0,1,3,None,Synthetic delivery records for KPI demo
DEL00259,PO00259,SUP015,2025-12-29,2025-12-29,0,1,5,None,Synthetic delivery records for KPI demo
DEL00260,PO00260,SUP021,2025-09-14,2025-09-14,0,1,50,None,Synthetic delivery records for KPI demo
DEL00261,PO00261,SUP048,2025-12-04,2025-12-04,0,1,365,None,Synthetic delivery records for KPI demo
DEL00262,PO00262,SUP057,2025-06-15,2025-06-15,0,1,371,None,Synthetic delivery records for KPI demo
DEL00263,PO00263,SUP057,2025-06-30,2025-06-30,0,1,3510,None,Synthetic delivery records for KPI demo
DEL00264,PO00264,SUP030,2026-01-01,2026-01-04,3,0,38,Transport issue,Synthetic delivery records for KPI demo
DEL00265,PO00265,SUP012,2025-10-04,2025-10-04,0,1,1704,None,Synthetic delivery records for KPI demo
DEL00266,PO00266,SUP059,2026-01-17,2026-01-17,0,1,1062,None,Synthetic delivery records for KPI demo
DEL00267,PO00267,SUP040,2025-04-23,2025-04-23,0,1,3,None,Synthetic delivery records for KPI demo
DEL00268,PO00268,SUP010,2025-04-10,2025-04-15,5,0,46,Supplier capacity issue,Synthetic delivery records for KPI demo
DEL00269,PO00269,SUP012,2025-03-17,2025-03-17,0,1,74,None,Synthetic delivery records for KPI demo
DEL00270,PO00270,SUP035,2025-02-17,2025-02-17,0,1,16,None,Synthetic delivery records for KPI demo
DEL00271,PO00271,SUP039,2025-11-11,2025-11-11,0,1,35,None,Synthetic delivery records for KPI demo
DEL00272,PO00272,SUP043,2025-12-07,2025-12-07,0,1,59,None,Synthetic delivery records for KPI demo
DEL00273,PO00273,SUP011,2026-01-05,2026-01-05,0,1,4923,None,Synthetic delivery records for KPI demo
DEL00274,PO00274,SUP024,2025-01-31,2025-01-31,0,1,2694,None,Synthetic delivery records for KPI demo
DEL00275,PO00275,SUP054,2025-10-20,2025-10-20,0,1,9,None,Synthetic delivery records for KPI demo
DEL00276,PO00276,SUP014,2026-01-12,2026-01-12,0,1,7,None,Synthetic delivery records for KPI demo
DEL00277,PO00277,SUP060,2026-01-22,2026-01-22,0,1,55,None,Synthetic delivery records for KPI demo
DEL00278,PO00278,SUP023,2025-04-20,2025-04-20,0,1,47,None,Synthetic delivery records for KPI demo
DEL00279,PO00279,SUP015,2026-01-23,2026-01-23,0,1,1,None,Synthetic delivery records for KPI demo
DEL00280,PO00280,SUP048,2025-05-20,2025-05-20,0,1,2680,None,Synthetic delivery records for KPI demo
DEL00281,PO00281,SUP017,2025-03-02,2025-03-02,0,1,4555,None,Synthetic delivery records for KPI demo
DEL00282,PO00282,SUP026,2025-10-27,2025-10-27,0,1,13,None,Synthetic delivery records for KPI demo
DEL00283,PO00283,SUP031,2025-02-03,2025-02-03,0,1,41,None,Synthetic delivery records for KPI demo
DEL00284,PO00284,SUP060,2025-03-10,2025-03-10,0,1,47,None,Synthetic delivery records for KPI demo
DEL00285,PO00285,SUP052,2025-07-12,2025-07-12,0,1,18,None,Synthetic delivery records for KPI demo
DEL00286,PO00286,SUP054,2025-05-08,2025-05-08,0,1,12,None,Synthetic delivery records for KPI demo
DEL00287,PO00287,SUP003,2025-06-22,2025-06-30,8,0,54,Partial delivery,Synthetic delivery records for KPI demo
DEL00288,PO00288,SUP029,2025-09-25,2025-09-25,0,1,4146,None,Synthetic delivery records for KPI demo
DEL00289,PO00289,SUP034,2025-07-05,2025-07-07,2,0,56,Late delivery,Synthetic delivery records for KPI demo
DEL00290,PO00290,SUP046,2025-10-09,2025-10-18,9,0,4918,Late delivery,Synthetic delivery records for KPI demo
DEL00291,PO00291,SUP002,2025-11-18,2025-11-18,0,1,1769,None,Synthetic delivery records for KPI demo
DEL00292,PO00292,SUP050,2025-08-28,2025-08-28,0,1,10,None,Synthetic delivery records for KPI demo
DEL00293,PO00293,SUP023,2025-11-05,2025-11-09,4,0,46,Transport issue,Synthetic delivery records for KPI demo
DEL00294,PO00294,SUP022,2025-11-08,2025-11-22,14,0,2,Supplier capacity issue,Synthetic delivery records for KPI demo
DEL00295,PO00295,SUP054,2026-01-24,2026-01-24,0,1,20,None,Synthetic delivery records for KPI demo
DEL00296,PO00296,SUP035,2025-03-18,2025-03-18,0,1,6,None,Synthetic delivery records for KPI demo
DEL00297,PO00297,SUP046,2025-10-03,2025-10-03,0,1,1883,None,Synthetic delivery records for KPI demo
DEL00298,PO00298,SUP045,2026-01-04,2026-01-04,0,1,57,None,Synthetic delivery records for KPI demo
DEL00299,PO00299,SUP055,2025-04-23,2025-04-23,0,1,39,None,Synthetic delivery records for KPI demo
DEL00300,PO00300,SUP007,2025-07-28,2025-07-28,0,1,2524,None,Synthetic delivery records for KPI demo
DEL00301,PO00301,SUP016,2025-10-25,2025-10-25,0,1,25,None,Synthetic delivery records for KPI demo
DEL00302,PO00302,SUP028,2025-09-23,2025-09-23,0,1,35,None,Synthetic delivery records for KPI demo
DEL00303,PO00303,SUP008,2025-12-15,2025-12-15,0,1,36,None,Synthetic delivery records for KPI demo
DEL00304,PO00304,SUP005,2025-11-16,2025-11-16,0,1,4935,None,Synthetic delivery records for KPI demo
DEL00305,PO00305,SUP004,2025-03-08,2025-03-08,0,1,4807,None,Synthetic delivery records for KPI demo
DEL00306,PO00306,SUP029,2025-10-25,2025-10-25,0,1,4784,None,Synthetic delivery records for KPI demo
DEL00307,PO00307,SUP037,2026-01-09,2026-01-09,0,1,3611,None,Synthetic delivery records for KPI demo
DEL00308,PO00308,SUP040,2025-10-21,2025-10-21,0,1,55,None,Synthetic delivery records for KPI demo
DEL00309,PO00309,SUP004,2025-02-12,2025-02-12,0,1,2992,None,Synthetic delivery records for KPI demo
DEL00310,PO00310,SUP045,2025-12-01,2025-12-01,0,1,46,None,Synthetic delivery records for KPI demo
DEL00311,PO00311,SUP043,2025-05-06,2025-05-12,6,0,36,Partial delivery,Synthetic delivery records for KPI demo
DEL00312,PO00312,SUP056,2025-12-25,2025-12-31,6,0,47,Partial delivery,Synthetic delivery records for KPI demo
DEL00313,PO00313,SUP058,2026-02-06,2026-02-06,0,1,1522,None,Synthetic delivery records for KPI demo
DEL00314,PO00314,SUP023,2025-05-14,2025-05-14,0,1,1,None,Synthetic delivery records for KPI demo
DEL00315,PO00315,SUP060,2025-11-19,2025-11-19,0,1,1,None,Synthetic delivery records for KPI demo
DEL00316,PO00316,SUP006,2025-04-23,2025-04-23,0,1,2339,None,Synthetic delivery records for KPI demo
DEL00317,PO00317,SUP016,2025-09-10,2025-09-10,0,1,35,None,Synthetic delivery records for KPI demo
DEL00318,PO00318,SUP001,2025-10-04,2025-10-04,0,1,3893,None,Synthetic delivery records for KPI demo
DEL00319,PO00319,SUP052,2025-06-25,2025-06-30,5,0,41,Partial delivery,Synthetic delivery records for KPI demo
DEL00320,PO00320,SUP043,2025-06-07,2025-06-07,0,1,6,None,Synthetic delivery records for KPI demo
DEL00321,PO00321,SUP009,2025-12-06,2025-12-06,0,1,17,None,Synthetic delivery records for KPI demo
DEL00322,PO00322,SUP048,2025-04-23,2025-04-23,0,1,1486,None,Synthetic delivery records for KPI demo
DEL00323,PO00323,SUP056,2025-02-14,2025-02-14,0,1,10,None,Synthetic delivery records for KPI demo
DEL00324,PO00324,SUP025,2025-06-06,2025-06-06,0,1,1352,None,Synthetic delivery records for KPI demo
DEL00325,PO00325,SUP008,2025-02-13,2025-02-13,0,1,31,None,Synthetic delivery records for KPI demo
DEL00326,PO00326,SUP035,2025-05-31,2025-05-31,0,1,25,None,Synthetic delivery records for KPI demo
DEL00327,PO00327,SUP001,2025-07-02,2025-07-02,0,1,2636,None,Synthetic delivery records for KPI demo
DEL00328,PO00328,SUP023,2025-09-03,2025-09-03,0,1,18,None,Synthetic delivery records for KPI demo
DEL00329,PO00329,SUP050,2026-01-03,2026-01-03,0,1,38,None,Synthetic delivery records for KPI demo
DEL00330,PO00330,SUP021,2025-10-15,2025-10-15,0,1,54,None,Synthetic delivery records for KPI demo
DEL00331,PO00331,SUP044,2025-09-15,2025-09-19,4,0,2,Partial delivery,Synthetic delivery records for KPI demo
DEL00332,PO00332,SUP041,2025-03-18,2025-03-26,8,0,39,Partial delivery,Synthetic delivery records for KPI demo
DEL00333,PO00333,SUP045,2025-04-28,2025-05-03,5,0,30,Transport issue,Synthetic delivery records for KPI demo
DEL00334,PO00334,SUP050,2025-03-03,2025-03-03,0,1,25,None,Synthetic delivery records for KPI demo
DEL00335,PO00335,SUP053,2025-06-03,2025-06-03,0,1,32,None,Synthetic delivery records for KPI demo
DEL00336,PO00336,SUP010,2025-11-07,2025-11-10,3,0,42,Late delivery,Synthetic delivery records for KPI demo
DEL00337,PO00337,SUP050,2025-08-25,2025-08-25,0,1,10,None,Synthetic delivery records for KPI demo
DEL00338,PO00338,SUP045,2025-07-20,2025-07-20,0,1,33,None,Synthetic delivery records for KPI demo
DEL00339,PO00339,SUP050,2025-03-18,2025-03-18,0,1,25,None,Synthetic delivery records for KPI demo
DEL00340,PO00340,SUP023,2025-07-16,2025-07-16,0,1,41,None,Synthetic delivery records for KPI demo
DEL00341,PO00341,SUP006,2025-09-18,2025-09-18,0,1,1496,None,Synthetic delivery records for KPI demo
DEL00342,PO00342,SUP025,2025-03-25,2025-03-25,0,1,3624,None,Synthetic delivery records for KPI demo
DEL00343,PO00343,SUP038,2025-06-10,2025-06-10,0,1,51,None,Synthetic delivery records for KPI demo
DEL00344,PO00344,SUP052,2025-08-27,2025-09-07,11,0,3,Supplier capacity issue,Synthetic delivery records for KPI demo
DEL00345,PO00345,SUP056,2025-10-18,2025-10-18,0,1,15,None,Synthetic delivery records for KPI demo
DEL00346,PO00346,SUP002,2025-09-08,2025-09-08,0,1,1119,None,Synthetic delivery records for KPI demo
DEL00347,PO00347,SUP007,2025-09-08,2025-09-08,0,1,573,None,Synthetic delivery records for KPI demo
DEL00348,PO00348,SUP040,2025-05-04,2025-05-04,0,1,28,None,Synthetic delivery records for KPI demo
DEL00349,PO00349,SUP037,2025-10-22,2025-10-22,0,1,1796,None,Synthetic delivery records for KPI demo
DEL00350,PO00350,SUP045,2025-08-20,2025-08-28,8,0,14,Partial delivery,Synthetic delivery records for KPI demo
DEL00351,PO00351,SUP012,2025-03-31,2025-03-31,0,1,3459,None,Synthetic delivery records for KPI demo
DEL00352,PO00352,SUP041,2025-06-28,2025-06-28,0,1,16,None,Synthetic delivery records for KPI demo
DEL00353,PO00353,SUP040,2025-03-13,2025-03-13,0,1,1,None,Synthetic delivery records for KPI demo
DEL00354,PO00354,SUP007,2025-12-13,2025-12-13,0,1,4471,None,Synthetic delivery records for KPI demo
DEL00355,PO00355,SUP018,2025-02-16,2025-02-25,9,0,59,Late delivery,Synthetic delivery records for KPI demo
DEL00356,PO00356,SUP017,2025-07-27,2025-08-07,11,0,479,Late delivery,Synthetic delivery records for KPI demo
DEL00357,PO00357,SUP008,2025-02-28,2025-02-28,0,1,38,None,Synthetic delivery records for KPI demo
DEL00358,PO00358,SUP021,2025-05-12,2025-05-12,0,1,7,None,Synthetic delivery records for KPI demo
DEL00359,PO00359,SUP015,2025-03-16,2025-03-16,0,1,4,None,Synthetic delivery records for KPI demo
DEL00360,PO00360,SUP012,2025-08-17,2025-08-21,4,0,2113,Late delivery,Synthetic delivery records for KPI demo
DEL00361,PO00361,SUP008,2025-10-02,2025-10-02,0,1,49,None,Synthetic delivery records for KPI demo
DEL00362,PO00362,SUP051,2025-12-10,2025-12-10,0,1,36,None,Synthetic delivery records for KPI demo
DEL00363,PO00363,SUP056,2025-06-04,2025-06-04,0,1,30,None,Synthetic delivery records for KPI demo
DEL00364,PO00364,SUP016,2025-06-03,2025-06-03,0,1,15,None,Synthetic delivery records for KPI demo
DEL00365,PO00365,SUP003,2025-09-15,2025-09-15,0,1,52,None,Synthetic delivery records for KPI demo
DEL00366,PO00366,SUP027,2025-05-07,2025-05-07,0,1,16,None,Synthetic delivery records for KPI demo
DEL00367,PO00367,SUP046,2025-10-06,2025-10-06,0,1,249,None,Synthetic delivery records for KPI demo
DEL00368,PO00368,SUP026,2025-05-05,2025-05-05,0,1,46,None,Synthetic delivery records for KPI demo
DEL00369,PO00369,SUP034,2025-02-11,2025-02-11,0,1,18,None,Synthetic delivery records for KPI demo
DEL00370,PO00370,SUP033,2026-01-11,2026-01-11,0,1,8,None,Synthetic delivery records for KPI demo
DEL00371,PO00371,SUP046,2025-03-18,2025-03-18,0,1,1727,None,Synthetic delivery records for KPI demo
DEL00372,PO00372,SUP014,2025-05-23,2025-05-23,0,1,18,None,Synthetic delivery records for KPI demo
DEL00373,PO00373,SUP034,2025-04-10,2025-04-10,0,1,44,None,Synthetic delivery records for KPI demo
DEL00374,PO00374,SUP044,2026-01-01,2026-01-02,1,0,55,Transport issue,Synthetic delivery records for KPI demo
DEL00375,PO00375,SUP005,2025-03-14,2025-03-14,0,1,1262,None,Synthetic delivery records for KPI demo
DEL00376,PO00376,SUP019,2025-09-12,2025-09-12,0,1,31,None,Synthetic delivery records for KPI demo
DEL00377,PO00377,SUP019,2025-04-18,2025-04-24,6,0,34,Transport issue,Synthetic delivery records for KPI demo
DEL00378,PO00378,SUP043,2026-02-01,2026-02-01,0,1,29,None,Synthetic delivery records for KPI demo
DEL00379,PO00379,SUP020,2025-04-21,2025-04-21,0,1,24,None,Synthetic delivery records for KPI demo
DEL00380,PO00380,SUP011,2025-11-30,2025-11-30,0,1,2386,None,Synthetic delivery records for KPI demo
DEL00381,PO00381,SUP043,2025-04-06,2025-04-06,0,1,3,None,Synthetic delivery records for KPI demo
DEL00382,PO00382,SUP014,2025-10-24,2025-10-24,0,1,23,None,Synthetic delivery records for KPI demo
DEL00383,PO00383,SUP035,2025-06-18,2025-06-18,0,1,26,None,Synthetic delivery records for KPI demo
DEL00384,PO00384,SUP010,2025-02-13,2025-02-13,0,1,22,None,Synthetic delivery records for KPI demo
DEL00385,PO00385,SUP049,2025-11-06,2025-11-06,0,1,3671,None,Synthetic delivery records for KPI demo
DEL00386,PO00386,SUP009,2026-01-25,2026-01-26,1,0,2,Late delivery,Synthetic delivery records for KPI demo
DEL00387,PO00387,SUP039,2025-12-14,2025-12-14,0,1,13,None,Synthetic delivery records for KPI demo
DEL00388,PO00388,SUP006,2025-10-22,2025-10-26,4,0,509,Supplier capacity issue,Synthetic delivery records for KPI demo
DEL00389,PO00389,SUP024,2025-02-01,2025-02-01,0,1,2573,None,Synthetic delivery records for KPI demo
DEL00390,PO00390,SUP048,2025-09-05,2025-09-16,11,0,3522,Late delivery,Synthetic delivery records for KPI demo
DEL00391,PO00391,SUP005,2025-11-30,2025-12-01,1,0,3445,Partial delivery,Synthetic delivery records for KPI demo
DEL00392,PO00392,SUP054,2025-08-09,2025-08-09,0,1,3,None,Synthetic delivery records for KPI demo
DEL00393,PO00393,SUP015,2025-01-21,2025-01-29,8,0,20,Transport issue,Synthetic delivery records for KPI demo
DEL00394,PO00394,SUP032,2026-01-10,2026-01-16,6,0,596,Supplier capacity issue,Synthetic delivery records for KPI demo
DEL00395,PO00395,SUP041,2026-01-24,2026-01-24,0,1,53,None,Synthetic delivery records for KPI demo
DEL00396,PO00396,SUP055,2025-05-30,2025-05-30,0,1,10,None,Synthetic delivery records for KPI demo
DEL00397,PO00397,SUP027,2025-12-21,2025-12-22,1,0,19,Partial delivery,Synthetic delivery records for KPI demo
DEL00398,PO00398,SUP039,2025-05-07,2025-05-07,0,1,21,None,Synthetic delivery records for KPI demo
DEL00399,PO00399,SUP007,2025-11-14,2025-11-14,0,1,1227,None,Synthetic delivery records for KPI demo
DEL00400,PO00400,SUP022,2025-04-07,2025-04-08,1,0,51,Late delivery,Synthetic delivery records for KPI demo
DEL00401,PO00401,SUP023,2025-07-09,2025-07-15,6,0,29,Transport issue,Synthetic delivery records for KPI demo
DEL00402,PO00402,SUP055,2026-01-07,2026-01-07,0,1,20,None,Synthetic delivery records for KPI demo
DEL00403,PO00403,SUP002,2025-10-09,2025-10-18,9,0,4256,Transport issue,Synthetic delivery records for KPI demo
DEL00404,PO00404,SUP051,2025-04-19,2025-04-28,9,0,58,Late delivery,Synthetic delivery records for KPI demo
DEL00405,PO00405,SUP023,2025-07-17,2025-07-17,0,1,45,None,Synthetic delivery records for KPI demo
DEL00406,PO00406,SUP034,2025-05-11,2025-05-11,0,1,11,None,Synthetic delivery records for KPI demo
DEL00407,PO00407,SUP031,2025-08-20,2025-08-20,0,1,44,None,Synthetic delivery records for KPI demo
DEL00408,PO00408,SUP028,2025-05-29,2025-06-12,14,0,8,Supplier capacity issue,Synthetic delivery records for KPI demo
DEL00409,PO00409,SUP046,2025-07-09,2025-07-09,0,1,723,None,Synthetic delivery records for KPI demo
DEL00410,PO00410,SUP048,2025-07-14,2025-07-27,13,0,3386,Late delivery,Synthetic delivery records for KPI demo
DEL00411,PO00411,SUP052,2025-10-01,2025-10-10,9,0,7,Late delivery,Synthetic delivery records for KPI demo
DEL00412,PO00412,SUP007,2025-04-08,2025-04-08,0,1,1680,None,Synthetic delivery records for KPI demo
DEL00413,PO00413,SUP047,2025-10-07,2025-10-07,0,1,50,None,Synthetic delivery records for KPI demo
DEL00414,PO00414,SUP026,2025-10-15,2025-10-15,0,1,50,None,Synthetic delivery records for KPI demo
DEL00415,PO00415,SUP015,2025-12-03,2025-12-07,4,0,48,Late delivery,Synthetic delivery records for KPI demo
DEL00416,PO00416,SUP025,2025-12-03,2025-12-08,5,0,676,Partial delivery,Synthetic delivery records for KPI demo
DEL00417,PO00417,SUP032,2025-10-18,2025-10-22,4,0,2864,Late delivery,Synthetic delivery records for KPI demo
DEL00418,PO00418,SUP057,2025-04-02,2025-04-02,0,1,2846,None,Synthetic delivery records for KPI demo
DEL00419,PO00419,SUP050,2025-06-22,2025-06-22,0,1,9,None,Synthetic delivery records for KPI demo
DEL00420,PO00420,SUP044,2025-11-16,2025-11-16,0,1,36,None,Synthetic delivery records for KPI demo
DEL00421,PO00421,SUP025,2025-12-11,2025-12-11,0,1,2380,None,Synthetic delivery records for KPI demo
DEL00422,PO00422,SUP002,2025-12-15,2025-12-15,0,1,3557,None,Synthetic delivery records for KPI demo
DEL00423,PO00423,SUP020,2025-11-12,2025-11-12,0,1,5,None,Synthetic delivery records for KPI demo
DEL00424,PO00424,SUP056,2025-09-17,2025-09-17,0,1,27,None,Synthetic delivery records for KPI demo
DEL00425,PO00425,SUP021,2025-08-25,2025-08-25,0,1,34,None,Synthetic delivery records for KPI demo
DEL00426,PO00426,SUP032,2025-10-13,2025-10-15,2,0,1702,Partial delivery,Synthetic delivery records for KPI demo
DEL00427,PO00427,SUP004,2025-07-15,2025-07-15,0,1,1900,None,Synthetic delivery records for KPI demo
DEL00428,PO00428,SUP038,2025-07-16,2025-07-31,15,0,52,Transport issue,Synthetic delivery records for KPI demo
DEL00429,PO00429,SUP042,2025-07-13,2025-07-13,0,1,28,None,Synthetic delivery records for KPI demo
DEL00430,PO00430,SUP040,2025-10-27,2025-10-27,0,1,36,None,Synthetic delivery records for KPI demo
DEL00431,PO00431,SUP012,2025-11-30,2025-12-11,11,0,3878,Late delivery,Synthetic delivery records for KPI demo
DEL00432,PO00432,SUP024,2025-09-10,2025-09-14,4,0,2509,Late delivery,Synthetic delivery records for KPI demo
DEL00433,PO00433,SUP055,2025-08-24,2025-08-24,0,1,42,None,Synthetic delivery records for KPI demo
DEL00434,PO00434,SUP016,2025-03-16,2025-03-16,0,1,16,None,Synthetic delivery records for KPI demo
DEL00435,PO00435,SUP028,2025-12-07,2025-12-12,5,0,51,Late delivery,Synthetic delivery records for KPI demo
DEL00436,PO00436,SUP032,2025-01-21,2025-01-21,0,1,737,None,Synthetic delivery records for KPI demo
DEL00437,PO00437,SUP027,2025-07-18,2025-07-18,0,1,54,None,Synthetic delivery records for KPI demo
DEL00438,PO00438,SUP060,2025-04-12,2025-04-12,0,1,38,None,Synthetic delivery records for KPI demo
DEL00439,PO00439,SUP054,2025-11-27,2025-11-27,0,1,48,None,Synthetic delivery records for KPI demo
DEL00440,PO00440,SUP027,2025-06-24,2025-06-30,6,0,35,Supplier capacity issue,Synthetic delivery records for KPI demo
DEL00441,PO00441,SUP016,2025-06-08,2025-06-08,0,1,45,None,Synthetic delivery records for KPI demo
DEL00442,PO00442,SUP043,2025-02-19,2025-02-19,0,1,25,None,Synthetic delivery records for KPI demo
DEL00443,PO00443,SUP035,2025-06-06,2025-06-06,0,1,59,None,Synthetic delivery records for KPI demo
DEL00444,PO00444,SUP049,2025-05-27,2025-06-08,12,0,2648,Transport issue,Synthetic delivery records for KPI demo
DEL00445,PO00445,SUP053,2025-10-16,2025-10-16,0,1,60,None,Synthetic delivery records for KPI demo
DEL00446,PO00446,SUP053,2025-04-16,2025-04-16,0,1,23,None,Synthetic delivery records for KPI demo
DEL00447,PO00447,SUP041,2025-08-31,2025-09-01,1,0,13,Late delivery,Synthetic delivery records for KPI demo
DEL00448,PO00448,SUP055,2025-12-04,2025-12-04,0,1,21,None,Synthetic delivery records for KPI demo
DEL00449,PO00449,SUP052,2025-06-13,2025-06-15,2,0,25,Partial delivery,Synthetic delivery records for KPI demo
DEL00450,PO00450,SUP030,2025-05-05,2025-05-05,0,1,11,None,Synthetic delivery records for KPI demo
DEL00451,PO00451,SUP010,2025-03-17,2025-03-25,8,0,37,Supplier capacity issue,Synthetic delivery records for KPI demo
DEL00452,PO00452,SUP060,2025-09-28,2025-10-03,5,0,56,Supplier capacity issue,Synthetic delivery records for KPI demo
DEL00453,PO00453,SUP053,2025-06-13,2025-06-13,0,1,27,None,Synthetic delivery records for KPI demo
DEL00454,PO00454,SUP040,2025-09-10,2025-09-10,0,1,42,None,Synthetic delivery records for KPI demo
DEL00455,PO00455,SUP045,2025-08-12,2025-08-12,0,1,45,None,Synthetic delivery records for KPI demo
DEL00456,PO00456,SUP039,2026-01-24,2026-01-24,0,1,52,None,Synthetic delivery records for KPI demo
DEL00457,PO00457,SUP020,2025-08-21,2025-08-23,2,0,58,Supplier capacity issue,Synthetic delivery records for KPI demo
DEL00458,PO00458,SUP057,2025-09-12,2025-09-16,4,0,2183,Supplier capacity issue,Synthetic delivery records for KPI demo
DEL00459,PO00459,SUP054,2025-06-23,2025-06-23,0,1,19,None,Synthetic delivery records for KPI demo
DEL00460,PO00460,SUP011,2025-07-19,2025-07-19,0,1,1250,None,Synthetic delivery records for KPI demo
DEL00461,PO00461,SUP011,2026-02-02,2026-02-02,0,1,4104,None,Synthetic delivery records for KPI demo
DEL00462,PO00462,SUP030,2025-09-24,2025-09-24,0,1,56,None,Synthetic delivery records for KPI demo
DEL00463,PO00463,SUP019,2025-04-20,2025-04-20,0,1,53,None,Synthetic delivery records for KPI demo
DEL00464,PO00464,SUP034,2025-11-07,2025-11-07,0,1,5,None,Synthetic delivery records for KPI demo
DEL00465,PO00465,SUP002,2025-06-09,2025-06-09,0,1,4886,None,Synthetic delivery records for KPI demo
DEL00466,PO00466,SUP031,2025-09-14,2025-09-14,0,1,1,None,Synthetic delivery records for KPI demo
DEL00467,PO00467,SUP021,2025-11-03,2025-11-04,1,0,4,Late delivery,Synthetic delivery records for KPI demo
DEL00468,PO00468,SUP039,2025-07-27,2025-07-27,0,1,11,None,Synthetic delivery records for KPI demo
DEL00469,PO00469,SUP049,2025-12-17,2025-12-18,1,0,2590,Late delivery,Synthetic delivery records for KPI demo
DEL00470,PO00470,SUP033,2025-05-21,2025-05-21,0,1,25,None,Synthetic delivery records for KPI demo
DEL00471,PO00471,SUP049,2025-09-04,2025-09-04,0,1,3431,None,Synthetic delivery records for KPI demo
DEL00472,PO00472,SUP044,2025-05-11,2025-05-11,0,1,34,None,Synthetic delivery records for KPI demo
DEL00473,PO00473,SUP059,2025-09-28,2025-10-03,5,0,1096,Supplier capacity issue,Synthetic delivery records for KPI demo
DEL00474,PO00474,SUP004,2025-10-21,2025-10-21,0,1,4255,None,Synthetic delivery records for KPI demo
DEL00475,PO00475,SUP047,2025-11-11,2025-11-11,0,1,38,None,Synthetic delivery records for KPI demo
DEL00476,PO00476,SUP012,2025-05-06,2025-05-07,1,0,2621,Supplier capacity issue,Synthetic delivery records for KPI demo
DEL00477,PO00477,SUP017,2025-07-12,2025-07-20,8,0,690,Late delivery,Synthetic delivery records for KPI demo
DEL00478,PO00478,SUP002,2025-02-04,2025-02-10,6,0,3368,Transport issue,Synthetic delivery records for KPI demo
DEL00479,PO00479,SUP045,2026-01-13,2026-01-13,0,1,5,None,Synthetic delivery records for KPI demo
DEL00480,PO00480,SUP045,2025-04-15,2025-04-25,10,0,42,Partial delivery,Synthetic delivery records for KPI demo
DEL00481,PO00481,SUP028,2025-01-26,2025-02-03,8,0,32,Partial delivery,Synthetic delivery records for KPI demo
DEL00482,PO00482,SUP037,2025-07-30,2025-07-30,0,1,891,None,Synthetic delivery records for KPI demo
DEL00483,PO00483,SUP048,2025-12-08,2025-12-08,0,1,2432,None,Synthetic delivery records for KPI demo
DEL00484,PO00484,SUP040,2026-01-21,2026-01-31,10,0,4,Transport issue,Synthetic delivery records for KPI demo
DEL00485,PO00485,SUP018,2025-12-31,2025-12-31,0,1,8,None,Synthetic delivery records for KPI demo
DEL00486,PO00486,SUP011,2025-06-16,2025-06-16,0,1,3639,None,Synthetic delivery records for KPI demo
DEL00487,PO00487,SUP059,2025-12-11,2025-12-14,3,0,3464,Partial delivery,Synthetic delivery records for KPI demo
DEL00488,PO00488,SUP019,2026-01-01,2026-01-01,0,1,9,None,Synthetic delivery records for KPI demo
DEL00489,PO00489,SUP051,2025-09-08,2025-09-08,0,1,14,None,Synthetic delivery records for KPI demo
DEL00490,PO00490,SUP017,2025-07-19,2025-07-30,11,0,4174,Late delivery,Synthetic delivery records for KPI demo
DEL00491,PO00491,SUP008,2025-11-05,2025-11-05,0,1,22,None,Synthetic delivery records for KPI demo
DEL00492,PO00492,SUP058,2025-04-27,2025-04-27,0,1,903,None,Synthetic delivery records for KPI demo
DEL00493,PO00493,SUP049,2025-03-11,2025-03-11,0,1,884,None,Synthetic delivery records for KPI demo
DEL00494,PO00494,SUP011,2025-07-04,2025-07-04,0,1,4132,None,Synthetic delivery records for KPI demo
DEL00495,PO00495,SUP053,2025-03-26,2025-03-26,0,1,29,None,Synthetic delivery records for KPI demo
DEL00496,PO00496,SUP022,2025-07-05,2025-07-10,5,0,27,Supplier capacity issue,Synthetic delivery records for KPI demo
DEL00497,PO00497,SUP009,2025-09-10,2025-09-10,0,1,58,None,Synthetic delivery records for KPI demo
DEL00498,PO00498,SUP050,2025-02-15,2025-02-15,0,1,6,None,Synthetic delivery records for KPI demo
